"","Date","Type","Name","Active_Cases","Cumulative_Active_cases","Cumulative_Faculty_Staff_Cases","Cumulative_Student_Cases","Cumulative_Total","All_Faculty_Staff_Total","All_Student_Total","Cumulative_Group_Total"
"313",2021-08-19,"PUBLIC SCHOOL DISTRICT","FORT SMITH SCHOOL DIST",63,NA,34,54,103,NA,NA,NA
"414",2021-08-19,"PUBLIC SCHOOL DISTRICT","MARION SCHOOL DIST",63,NA,8,92,137,NA,NA,NA
"513",2021-08-19,"PUBLIC SCHOOL DISTRICT","CABOT SCHOOL DIST",56,NA,10,54,92,NA,NA,NA
"614",2021-08-19,"PUBLIC SCHOOL DISTRICT","ROGERS SCHOOL DIST",54,NA,17,57,97,NA,NA,NA
"713",2021-08-19,"PUBLIC SCHOOL DISTRICT","SPRINGDALE SCHOOL DIST",54,NA,17,58,82,NA,NA,NA
"814",2021-08-19,"PUBLIC SCHOOL DISTRICT","LITTLE ROCK SCHOOL DIST",43,NA,14,56,83,NA,NA,NA
"914",2021-08-19,"PUBLIC SCHOOL DISTRICT","SEARCY SCHOOL DIST",37,NA,10,62,80,NA,NA,NA
"1014",2021-08-19,"PUBLIC SCHOOL DISTRICT","RUSSELLVILLE SCHOOL DIST",31,NA,14,26,48,NA,NA,NA
"1114",2021-08-19,"PUBLIC SCHOOL DISTRICT","NORTH LITTLE ROCK SCHOOL DIST",29,NA,8,29,45,NA,NA,NA
"1214",2021-08-19,"PUBLIC SCHOOL DISTRICT","FAYETTEVILLE SCHOOL DIST",28,NA,8,42,51,NA,NA,NA
"1312",2021-08-19,"PUBLIC SCHOOL DISTRICT","JONESBORO SCHOOL DIST",28,NA,NA,NA,32,NA,NA,NA
"1414",2021-08-19,"PUBLIC SCHOOL DISTRICT","CONWAY SCHOOL DIST",26,NA,8,38,50,NA,NA,NA
"1514",2021-08-19,"PUBLIC SCHOOL DISTRICT","PULASKI COUNTY SPECIAL SCHOOL DIST",26,NA,8,38,55,NA,NA,NA
"1612",2021-08-19,"PUBLIC SCHOOL DISTRICT","VILONIA SCHOOL DIST",24,NA,6,22,35,NA,NA,NA
"1812",2021-08-19,"PUBLIC SCHOOL DISTRICT","MOUNTAIN HOME SCHOOL DIST",23,NA,12,29,43,NA,NA,NA
"1913",2021-08-19,"PUBLIC SCHOOL DISTRICT","BRYANT SCHOOL DIST",21,NA,8,29,49,NA,NA,NA
"2013",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENE COUNTY TECH SCHOOL DIST",21,NA,8,19,30,NA,NA,NA
"2113",2021-08-19,"PUBLIC SCHOOL DISTRICT","NETTLETON SCHOOL DIST",21,NA,NA,NA,31,NA,NA,NA
"2212",2021-08-19,"PUBLIC SCHOOL DISTRICT","WEST MEMPHIS SCHOOL DIST",20,NA,NA,NA,30,NA,NA,NA
"2310",2021-08-19,"PUBLIC SCHOOL DISTRICT","PARAGOULD SCHOOL DIST",19,NA,NA,NA,31,NA,NA,NA
"244",2021-08-19,"PUBLIC SCHOOL DISTRICT","SHERIDAN SCHOOL DIST",19,NA,9,23,36,NA,NA,NA
"253",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAKE HAMILTON SCHOOL DIST",18,NA,6,37,45,NA,NA,NA
"263",2021-08-19,"PUBLIC SCHOOL DISTRICT","LISA ACADEMY",18,NA,NA,NA,26,NA,NA,NA
"273",2021-08-19,"PUBLIC SCHOOL DISTRICT","MAGNOLIA SCHOOL DIST",17,NA,NA,NA,30,NA,NA,NA
"283",2021-08-19,"PUBLIC SCHOOL DISTRICT","HARRISBURG SCHOOL DIST",15,NA,6,9,19,NA,NA,NA
"293",2021-08-19,"PUBLIC SCHOOL DISTRICT","HIGHLAND SCHOOL DIST",15,NA,NA,NA,25,NA,NA,NA
"303",2021-08-19,"PUBLIC SCHOOL DISTRICT","BENTON SCHOOL DIST",14,NA,NA,NA,31,NA,NA,NA
"314",2021-08-19,"PUBLIC SCHOOL DISTRICT","CAMDEN FAIRVIEW SCHOOL DIST",14,NA,5,8,20,NA,NA,NA
"323",2021-08-19,"PUBLIC SCHOOL DISTRICT","ESTEM PUBLIC CHARTER SCHOOL DIST",14,NA,NA,NA,32,NA,NA,NA
"333",2021-08-19,"PUBLIC SCHOOL DISTRICT","GENTRY SCHOOL DIST",14,NA,NA,NA,17,NA,NA,NA
"343",2021-08-19,"PUBLIC SCHOOL DISTRICT","BERRYVILLE SCHOOL DIST",13,NA,NA,NA,15,NA,NA,NA
"353",2021-08-19,"PUBLIC SCHOOL DISTRICT","FARMINGTON SCHOOL DIST",13,NA,NA,NA,20,NA,NA,NA
"373",2021-08-19,"PUBLIC SCHOOL DISTRICT","PRAIRIE GROVE SCHOOL DIST",13,NA,NA,NA,22,NA,NA,NA
"383",2021-08-19,"PUBLIC SCHOOL DISTRICT","WYNNE SCHOOL DIST",13,NA,NA,NA,18,NA,NA,NA
"393",2021-08-19,"PUBLIC SCHOOL DISTRICT","ACADEMICS PLUS PUBLIC CHARTER SCHOOLS",12,NA,0,18,28,NA,NA,NA
"403",2021-08-19,"PUBLIC SCHOOL DISTRICT","BATESVILLE SCHOOL DIST",12,NA,NA,NA,22,NA,NA,NA
"415",2021-08-19,"PUBLIC SCHOOL DISTRICT","BROOKLAND SCHOOL DIST",12,NA,NA,NA,22,NA,NA,NA
"423",2021-08-19,"PUBLIC SCHOOL DISTRICT","FLIPPIN SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA
"433",2021-08-19,"PUBLIC SCHOOL DISTRICT","HAMBURG SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA
"443",2021-08-19,"PUBLIC SCHOOL DISTRICT","MENA SCHOOL DIST",12,NA,NA,NA,15,NA,NA,NA
"453",2021-08-19,"PUBLIC SCHOOL DISTRICT","POCAHONTAS SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA
"463",2021-08-19,"PUBLIC SCHOOL DISTRICT","STUTTGART SCHOOL DIST",12,NA,NA,NA,17,NA,NA,NA
"473",2021-08-19,"PUBLIC SCHOOL DISTRICT","WATSON CHAPEL SCHOOL DIST",12,NA,NA,NA,13,NA,NA,NA
"483",2021-08-19,"PUBLIC SCHOOL DISTRICT","WHITE HALL SCHOOL DIST",12,NA,7,10,22,NA,NA,NA
"493",2021-08-19,"PUBLIC SCHOOL DISTRICT","CLARKSVILLE SCHOOL DIST",11,NA,NA,NA,16,NA,NA,NA
"503",2021-08-19,"PUBLIC SCHOOL DISTRICT","GURDON SCHOOL DIST",11,NA,0,10,17,NA,NA,NA
"514",2021-08-19,"PUBLIC SCHOOL DISTRICT","MARMADUKE SCHOOL DIST",11,NA,NA,NA,13,NA,NA,NA
"523",2021-08-19,"PUBLIC SCHOOL DISTRICT","ASHDOWN SCHOOL DIST",10,NA,NA,NA,20,NA,NA,NA
"533",2021-08-19,"PUBLIC SCHOOL DISTRICT","COSSATOT RIVER SCHOOL DIST",10,NA,5,5,12,NA,NA,NA
"543",2021-08-19,"PUBLIC SCHOOL DISTRICT","CROSSETT SCHOOL DIST",10,NA,NA,NA,12,NA,NA,NA
"563",2021-08-19,"PUBLIC SCHOOL DISTRICT","HOPE SCHOOL DIST",10,NA,NA,NA,11,NA,NA,NA
"573",2021-08-19,"PUBLIC SCHOOL DISTRICT","STAR CITY SCHOOL DIST",10,NA,NA,NA,15,NA,NA,NA
"583",2021-08-19,"PUBLIC SCHOOL DISTRICT","ALMA SCHOOL DIST",9,NA,0,6,10,NA,NA,NA
"593",2021-08-19,"PUBLIC SCHOOL DISTRICT","HUNTSVILLE SCHOOL DIST",9,NA,0,6,13,NA,NA,NA
"603",2021-08-19,"PUBLIC SCHOOL DISTRICT","JACKSONVILLE NORTH PULASKI SCHOOL DIST",8,NA,NA,NA,19,NA,NA,NA
"615",2021-08-19,"PUBLIC SCHOOL DISTRICT","KIPP DELTA PUBLIC SCHOOL DIST",8,NA,0,8,10,NA,NA,NA
"623",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAMAR SCHOOL DIST",8,NA,6,10,18,NA,NA,NA
"633",2021-08-19,"PUBLIC SCHOOL DISTRICT","LONOKE SCHOOL DIST",8,NA,NA,NA,16,NA,NA,NA
"643",2021-08-19,"PUBLIC SCHOOL DISTRICT","MALVERN SCHOOL DIST",8,NA,NA,NA,26,NA,NA,NA
"653",2021-08-19,"PUBLIC SCHOOL DISTRICT","PEA RIDGE SCHOOL DIST",8,NA,6,9,16,NA,NA,NA
"663",2021-08-19,"PUBLIC SCHOOL DISTRICT","PINE BLUFF SCHOOL DIST",8,NA,NA,NA,13,NA,NA,NA
"673",2021-08-19,"PUBLIC SCHOOL DISTRICT","SEARCY COUNTY SCHOOL DIST",8,NA,NA,NA,12,NA,NA,NA
"683",2021-08-19,"PUBLIC SCHOOL DISTRICT","VALLEY VIEW SCHOOL DIST",8,NA,NA,NA,18,NA,NA,NA
"693",2021-08-19,"PUBLIC SCHOOL DISTRICT","GOSNELL SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA
"703",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENWOOD SCHOOL DIST",7,NA,NA,NA,16,NA,NA,NA
"714",2021-08-19,"PUBLIC SCHOOL DISTRICT","HEBER SPRINGS SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA
"723",2021-08-19,"PUBLIC SCHOOL DISTRICT","HOXIE SCHOOL DIST",7,NA,0,7,7,NA,NA,NA
"733",2021-08-19,"PUBLIC SCHOOL DISTRICT","LINCOLN SCHOOL DIST",7,NA,NA,NA,7,NA,NA,NA
"753",2021-08-19,"PUBLIC SCHOOL DISTRICT","MOUNT IDA SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA
"763",2021-08-19,"PUBLIC SCHOOL DISTRICT","NASHVILLE SCHOOL DIST",7,NA,0,12,12,NA,NA,NA
"773",2021-08-19,"PUBLIC SCHOOL DISTRICT","ROSE BUD SCHOOL DIST",7,NA,0,8,10,NA,NA,NA
"783",2021-08-19,"PUBLIC SCHOOL DISTRICT","TRUMANN SCHOOL DIST",7,NA,NA,NA,12,NA,NA,NA
"793",2021-08-19,"PUBLIC SCHOOL DISTRICT","VALLEY SPRINGS SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA
"803",2021-08-19,"PUBLIC SCHOOL DISTRICT","VAN BUREN SCHOOL DIST",7,NA,5,11,16,NA,NA,NA
"815",2021-08-19,"PUBLIC SCHOOL DISTRICT","ATKINS SCHOOL DIST",6,NA,NA,NA,7,NA,NA,NA
"823",2021-08-19,"PUBLIC SCHOOL DISTRICT","BAUXITE SCHOOL DIST",6,NA,NA,NA,9,NA,NA,NA
"833",2021-08-19,"PUBLIC SCHOOL DISTRICT","BEEBE SCHOOL DIST",6,NA,NA,NA,12,NA,NA,NA
"843",2021-08-19,"PUBLIC SCHOOL DISTRICT","DANVILLE SCHOOL DIST",6,NA,NA,NA,9,NA,NA,NA
"853",2021-08-19,"PUBLIC SCHOOL DISTRICT","DARDANELLE SCHOOL DIST",6,NA,NA,NA,13,NA,NA,NA
"863",2021-08-19,"PUBLIC SCHOOL DISTRICT","DUMAS SCHOOL DIST",6,NA,NA,NA,8,NA,NA,NA
"873",2021-08-19,"PUBLIC SCHOOL DISTRICT","ENGLAND SCHOOL DIST",6,NA,NA,NA,6,NA,NA,NA
"883",2021-08-19,"PUBLIC SCHOOL DISTRICT","FOUKE SCHOOL DIST",6,NA,NA,NA,6,NA,NA,NA
"893",2021-08-19,"PUBLIC SCHOOL DISTRICT","GLEN ROSE SCHOOL DIST",6,NA,0,11,11,NA,NA,NA
"903",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENLAND SCHOOL DIST",6,NA,0,7,7,NA,NA,NA
"915",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAWRENCE COUNTY SCHOOL DIST",6,NA,6,10,17,NA,NA,NA
"923",2021-08-19,"PUBLIC SCHOOL DISTRICT","MARKED TREE SCHOOL DIST",6,NA,NA,NA,8,NA,NA,NA
"943",2021-08-19,"PUBLIC SCHOOL DISTRICT","MONTICELLO SCHOOL DIST",6,NA,5,7,13,NA,NA,NA
"953",2021-08-19,"PUBLIC SCHOOL DISTRICT","SOUTH CONWAY COUNTY SCHOOL DIST",6,NA,NA,NA,16,NA,NA,NA
"963",2021-08-19,"PUBLIC SCHOOL DISTRICT","CAVE CITY SCHOOL DIST",5,NA,NA,NA,8,NA,NA,NA
"973",2021-08-19,"PUBLIC SCHOOL DISTRICT","CLINTON SCHOOL DIST",5,NA,NA,NA,11,NA,NA,NA
"983",2021-08-19,"PUBLIC SCHOOL DISTRICT","CROSS COUNTY SCHOOL DIST",5,NA,0,6,7,NA,NA,NA
"993",2021-08-19,"PUBLIC SCHOOL DISTRICT","EXALT ACADEMY OF SOUTHWEST LITTLE ROCK",5,NA,NA,NA,5,NA,NA,NA
"1003",2021-08-19,"PUBLIC SCHOOL DISTRICT","GRAVETTE SCHOOL DIST",5,NA,NA,NA,6,NA,NA,NA
"1015",2021-08-19,"PUBLIC SCHOOL DISTRICT","GREENBRIER SCHOOL DIST",5,NA,6,15,21,NA,NA,NA
"1023",2021-08-19,"PUBLIC SCHOOL DISTRICT","HARMONY GROVE SCH DIST(SALINE)",5,NA,NA,NA,8,NA,NA,NA
"1033",2021-08-19,"PUBLIC SCHOOL DISTRICT","HARRISON SCHOOL DIST",5,NA,NA,NA,11,NA,NA,NA
"1043",2021-08-19,"PUBLIC SCHOOL DISTRICT","HELENA/WEST HELENA SCHOOL DIST",5,NA,NA,NA,6,NA,NA,NA
"1053",2021-08-19,"PUBLIC SCHOOL DISTRICT","JACKSON CO. SCHOOL DIST",5,NA,0,5,7,NA,NA,NA
"1063",2021-08-19,"PUBLIC SCHOOL DISTRICT","JESSIEVILLE SCHOOL DIST",5,NA,NA,NA,11,NA,NA,NA
"1073",2021-08-19,"PUBLIC SCHOOL DISTRICT","LAKESIDE SCHOOL DIST(CHICOT)",5,NA,0,5,7,NA,NA,NA
"1083",2021-08-19,"PUBLIC SCHOOL DISTRICT","MCCRORY SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA
"1093",2021-08-19,"PUBLIC SCHOOL DISTRICT","MT. VERNON/ENOLA SCHOOL DIST",5,NA,NA,NA,8,NA,NA,NA
"1104",2021-08-19,"PUBLIC SCHOOL DISTRICT","OZARK SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA
"1115",2021-08-19,"PUBLIC SCHOOL DISTRICT","PANGBURN SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA
"1133",2021-08-19,"PUBLIC SCHOOL DISTRICT","RIVERVIEW SCHOOL DIST",5,NA,NA,NA,9,NA,NA,NA
"1143",2021-08-19,"PUBLIC SCHOOL DISTRICT","SILOAM SPRINGS SCHOOL DIST",5,NA,0,11,11,NA,NA,NA
"1153",2021-08-19,"PUBLIC SCHOOL DISTRICT","SPRING HILL SCHOOL DIST",5,NA,NA,NA,6,NA,NA,NA
"1163",2021-08-19,"PUBLIC SCHOOL DISTRICT","WESTSIDE CONS. SCH DIST(CRAIGHEAD)",5,NA,NA,NA,6,NA,NA,NA
"1173",2021-08-19,"PUBLIC SCHOOL DISTRICT","TOTAL",1535,NA,428,1712,2584,NA,NA,NA
"1183",2021-08-19,"PUBLIC SCHOOL DISTRICT","NUMBER OF SCHOOLS LISTED: 109",NA,NA,NA,NA,NA,NA,NA,NA
"1193",2021-08-19,"PRIVATE SCHOOL","PRIVATE SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA
"1203",2021-08-19,"PRIVATE SCHOOL","HARDING ACADEMY, SEARCY",8,NA,0,6,9,NA,NA,NA
"1215",2021-08-19,"PRIVATE SCHOOL","TOTAL",8,NA,0,6,9,NA,NA,NA
"1223",2021-08-19,"COLLEGE/UNIVERSITY","COLLEGE/UNIVERSITY",NA,NA,NA,NA,NA,NA,NA,NA
"1233",2021-08-19,"COLLEGE/UNIVERSITY","U OF A, FAYETTEVILLE",44,NA,23,19,73,NA,NA,NA
"1243",2021-08-19,"COLLEGE/UNIVERSITY","UNIVERSITY OF CENTRAL ARKANSAS, CONWAY",28,NA,11,17,57,NA,NA,NA
"1253",2021-08-19,"COLLEGE/UNIVERSITY","U OF A FOR MEDICAL SCIENCES, LITTLE ROCK",20,NA,NA,NA,47,NA,NA,NA
"1263",2021-08-19,"COLLEGE/UNIVERSITY","ARKANSAS TECH UNIVERSITY, RUSSELLVILLE",12,NA,NA,NA,25,NA,NA,NA
"1273",2021-08-19,"COLLEGE/UNIVERSITY","LYON COLLEGE, BATESVILLE",11,NA,NA,NA,16,NA,NA,NA
"1283",2021-08-19,"COLLEGE/UNIVERSITY","HENDERSON STATE UNIVERSITY, ARKADELPHIA",8,NA,NA,NA,13,NA,NA,NA
"1293",2021-08-19,"COLLEGE/UNIVERSITY","U OF A, MONTICELLO",8,NA,0,6,10,NA,NA,NA
"131",2021-08-19,"COLLEGE/UNIVERSITY","U OF A PULASKI TECHNICAL COLLEGE, N. LITTLE ROCK",8,NA,NA,NA,13,NA,NA,NA
"1323",2021-08-19,"COLLEGE/UNIVERSITY","SOUTHERN ARKANSAS UNIVERSITY, MAGNOLIA",7,NA,NA,NA,13,NA,NA,NA
"1333",2021-08-19,"COLLEGE/UNIVERSITY","NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",6,NA,NA,NA,13,NA,NA,NA
"1343",2021-08-19,"COLLEGE/UNIVERSITY","JOHN BROWN UNIVERSITY, SILOAM SPRINGS",5,NA,NA,NA,12,NA,NA,NA
"1353",2021-08-19,"COLLEGE/UNIVERSITY","UACC AT MORRILTON",5,NA,NA,NA,5,NA,NA,NA
"1363",2021-08-19,"COLLEGE/UNIVERSITY","TOTAL",162,NA,67,99,297,NA,NA,NA
"1373",2021-08-19,"COLLEGE/UNIVERSITY","NUMBER OF SCHOOLS LISTED: 12",NA,NA,NA,NA,NA,NA,NA,NA
"1423",2021-08-19,"Totals among schools with less than 5 active cases.","PUBLIC SCHOOL DISTRICTS",NA,262,NA,NA,NA,127,372,550
"1433",2021-08-19,"Totals among schools with less than 5 active cases.","PRIVATE SCHOOLS",NA,37,NA,NA,NA,26,65,100
"1443",2021-08-19,"Totals among schools with less than 5 active cases.","COLLEGES/UNIVERSITIES",NA,71,NA,NA,NA,39,95,157
"1492",2021-08-19,"Totals for all schools.","PUBLIC SCHOOL DISTRICTS",NA,1797,NA,NA,NA,555,2084,3134
"1501",2021-08-19,"Totals for all schools.","PRIVATE SCHOOLS",NA,45,NA,NA,NA,26,71,109
"1515",2021-08-19,"Totals for all schools.","COLLEGES/UNIVERSITIES",NA,233,NA,NA,NA,106,194,454
"1105",2021-08-16,"PUBLIC SCHOOL DISTRICT","PUBLIC SCHOOL DISTRICT",NA,NA,NA,NA,NA,NA,NA,NA
"248",2021-08-16,"PUBLIC SCHOOL DISTRICT","MARION SCHOOL DIST",74,NA,8,77,117,NA,NA,NA
"315",2021-08-16,"PUBLIC SCHOOL DISTRICT","BENTONVILLE SCHOOL DIST",52,NA,11,50,75,NA,NA,NA
"416",2021-08-16,"PUBLIC SCHOOL DISTRICT","FORT SMITH SCHOOL DIST",49,NA,26,36,73,NA,NA,NA
"515",2021-08-16,"PUBLIC SCHOOL DISTRICT","CABOT SCHOOL DIST",41,NA,9,28,58,NA,NA,NA
"616",2021-08-16,"PUBLIC SCHOOL DISTRICT","LITTLE ROCK SCHOOL DIST",40,NA,10,37,60,NA,NA,NA
"715",2021-08-16,"PUBLIC SCHOOL DISTRICT","SPRINGDALE SCHOOL DIST",34,NA,12,36,50,NA,NA,NA
"816",2021-08-16,"PUBLIC SCHOOL DISTRICT","SEARCY SCHOOL DIST",28,NA,7,44,58,NA,NA,NA
"916",2021-08-16,"PUBLIC SCHOOL DISTRICT","ROGERS SCHOOL DIST",27,NA,14,29,58,NA,NA,NA
"1016",2021-08-16,"PUBLIC SCHOOL DISTRICT","PULASKI COUNTY SPECIAL SCHOOL DIST",26,NA,NA,NA,40,NA,NA,NA
"1116",2021-08-16,"PUBLIC SCHOOL DISTRICT","FAYETTEVILLE SCHOOL DIST",25,NA,8,31,40,NA,NA,NA
"1216",2021-08-16,"PUBLIC SCHOOL DISTRICT","CONWAY SCHOOL DIST",22,NA,7,29,38,NA,NA,NA
"1313",2021-08-16,"PUBLIC SCHOOL DISTRICT","MOUNTAIN HOME SCHOOL DIST",22,NA,10,25,38,NA,NA,NA
"1415",2021-08-16,"PUBLIC SCHOOL DISTRICT","ACADEMICS PLUS PUBLIC CHARTER SCHOOLS",21,NA,0,16,27,NA,NA,NA
"1516",2021-08-16,"PUBLIC SCHOOL DISTRICT","BRYANT SCHOOL DIST",21,NA,6,23,36,NA,NA,NA
"1613",2021-08-16,"PUBLIC SCHOOL DISTRICT","NORTH LITTLE ROCK SCHOOL DIST",21,NA,7,17,32,NA,NA,NA
"1813",2021-08-16,"PUBLIC SCHOOL DISTRICT","LAKE HAMILTON SCHOOL DIST",20,NA,6,23,30,NA,NA,NA
"1914",2021-08-16,"PUBLIC SCHOOL DISTRICT","SHERIDAN SCHOOL DIST",17,NA,8,19,29,NA,NA,NA
"2014",2021-08-16,"PUBLIC SCHOOL DISTRICT","RUSSELLVILLE SCHOOL DIST",16,NA,9,10,23,NA,NA,NA
"2114",2021-08-16,"PUBLIC SCHOOL DISTRICT","BENTON SCHOOL DIST",15,NA,NA,NA,25,NA,NA,NA
"2213",2021-08-16,"PUBLIC SCHOOL DISTRICT","JONESBORO SCHOOL DIST",15,NA,NA,NA,18,NA,NA,NA
"2312",2021-08-16,"PUBLIC SCHOOL DISTRICT","MAGNOLIA SCHOOL DIST",14,NA,NA,NA,22,NA,NA,NA
"249",2021-08-16,"PUBLIC SCHOOL DISTRICT","PARAGOULD SCHOOL DIST",14,NA,NA,NA,20,NA,NA,NA
"254",2021-08-16,"PUBLIC SCHOOL DISTRICT","WEST MEMPHIS SCHOOL DIST",14,NA,NA,NA,17,NA,NA,NA
"264",2021-08-16,"PUBLIC SCHOOL DISTRICT","ESTEM PUBLIC CHARTER SCHOOL DIST",13,NA,NA,NA,25,NA,NA,NA
"274",2021-08-16,"PUBLIC SCHOOL DISTRICT","NETTLETON SCHOOL DIST",13,NA,NA,NA,19,NA,NA,NA
"284",2021-08-16,"PUBLIC SCHOOL DISTRICT","VALLEY VIEW SCHOOL DIST",13,NA,NA,NA,17,NA,NA,NA
"294",2021-08-16,"PUBLIC SCHOOL DISTRICT","MALVERN SCHOOL DIST",12,NA,NA,NA,25,NA,NA,NA
"304",2021-08-16,"PUBLIC SCHOOL DISTRICT","MENA SCHOOL DIST",12,NA,NA,NA,12,NA,NA,NA
"316",2021-08-16,"PUBLIC SCHOOL DISTRICT","ASHDOWN SCHOOL DIST",11,NA,NA,NA,15,NA,NA,NA
"324",2021-08-16,"PUBLIC SCHOOL DISTRICT","GREENE COUNTY TECH SCHOOL DIST",11,NA,5,8,15,NA,NA,NA
"334",2021-08-16,"PUBLIC SCHOOL DISTRICT","HIGHLAND SCHOOL DIST",11,NA,NA,NA,18,NA,NA,NA
"344",2021-08-16,"PUBLIC SCHOOL DISTRICT","LISA ACADEMY",11,NA,NA,NA,17,NA,NA,NA
"354",2021-08-16,"PUBLIC SCHOOL DISTRICT","PRAIRIE GROVE SCHOOL DIST",11,NA,NA,NA,17,NA,NA,NA
"374",2021-08-16,"PUBLIC SCHOOL DISTRICT","CAMDEN FAIRVIEW SCHOOL DIST",10,NA,NA,NA,15,NA,NA,NA
"384",2021-08-16,"PUBLIC SCHOOL DISTRICT","FARMINGTON SCHOOL DIST",10,NA,NA,NA,11,NA,NA,NA
"394",2021-08-16,"PUBLIC SCHOOL DISTRICT","GURDON SCHOOL DIST",10,NA,0,6,12,NA,NA,NA
"404",2021-08-16,"PUBLIC SCHOOL DISTRICT","HARRISBURG SCHOOL DIST",10,NA,NA,NA,12,NA,NA,NA
"417",2021-08-16,"PUBLIC SCHOOL DISTRICT","VILONIA SCHOOL DIST",10,NA,NA,NA,15,NA,NA,NA
"424",2021-08-16,"PUBLIC SCHOOL DISTRICT","CLARKSVILLE SCHOOL DIST",9,NA,NA,NA,13,NA,NA,NA
"434",2021-08-16,"PUBLIC SCHOOL DISTRICT","PINE BLUFF SCHOOL DIST",9,NA,NA,NA,10,NA,NA,NA
"444",2021-08-16,"PUBLIC SCHOOL DISTRICT","SOUTH CONWAY COUNTY SCHOOL DIST",9,NA,NA,NA,15,NA,NA,NA
"454",2021-08-16,"PUBLIC SCHOOL DISTRICT","STUTTGART SCHOOL DIST",9,NA,NA,NA,12,NA,NA,NA
"464",2021-08-16,"PUBLIC SCHOOL DISTRICT","WYNNE SCHOOL DIST",9,NA,NA,NA,12,NA,NA,NA
"474",2021-08-16,"PUBLIC SCHOOL DISTRICT","BROOKLAND SCHOOL DIST",8,NA,NA,NA,16,NA,NA,NA
"484",2021-08-16,"PUBLIC SCHOOL DISTRICT","CLINTON SCHOOL DIST",8,NA,NA,NA,9,NA,NA,NA
"494",2021-08-16,"PUBLIC SCHOOL DISTRICT","CROSSETT SCHOOL DIST",8,NA,NA,NA,10,NA,NA,NA
"504",2021-08-16,"PUBLIC SCHOOL DISTRICT","HUNTSVILLE SCHOOL DIST",8,NA,NA,NA,10,NA,NA,NA
"516",2021-08-16,"PUBLIC SCHOOL DISTRICT","LAWRENCE COUNTY SCHOOL DIST",8,NA,NA,NA,12,NA,NA,NA
"524",2021-08-16,"PUBLIC SCHOOL DISTRICT","LONOKE SCHOOL DIST",8,NA,NA,NA,13,NA,NA,NA
"534",2021-08-16,"PUBLIC SCHOOL DISTRICT","MARMADUKE SCHOOL DIST",8,NA,NA,NA,9,NA,NA,NA
"544",2021-08-16,"PUBLIC SCHOOL DISTRICT","NASHVILLE SCHOOL DIST",8,NA,0,11,11,NA,NA,NA
"564",2021-08-16,"PUBLIC SCHOOL DISTRICT","SEARCY COUNTY SCHOOL DIST",8,NA,NA,NA,10,NA,NA,NA
"574",2021-08-16,"PUBLIC SCHOOL DISTRICT","ATKINS SCHOOL DIST",7,NA,NA,NA,7,NA,NA,NA
"584",2021-08-16,"PUBLIC SCHOOL DISTRICT","BATESVILLE SCHOOL DIST",7,NA,NA,NA,14,NA,NA,NA
"594",2021-08-16,"PUBLIC SCHOOL DISTRICT","BAUXITE SCHOOL DIST",7,NA,NA,NA,10,NA,NA,NA
"604",2021-08-16,"PUBLIC SCHOOL DISTRICT","BERRYVILLE SCHOOL DIST",7,NA,NA,NA,8,NA,NA,NA
"617",2021-08-16,"PUBLIC SCHOOL DISTRICT","GENTRY SCHOOL DIST",7,NA,NA,NA,9,NA,NA,NA
"624",2021-08-16,"PUBLIC SCHOOL DISTRICT","GREENBRIER SCHOOL DIST",7,NA,5,12,17,NA,NA,NA
"634",2021-08-16,"PUBLIC SCHOOL DISTRICT","OZARK SCHOOL DIST",7,NA,NA,NA,8,NA,NA,NA
"644",2021-08-16,"PUBLIC SCHOOL DISTRICT","COSSATOT RIVER SCHOOL DIST",6,NA,NA,NA,7,NA,NA,NA
"654",2021-08-16,"PUBLIC SCHOOL DISTRICT","GREENLAND SCHOOL DIST",6,NA,0,6,6,NA,NA,NA
"664",2021-08-16,"PUBLIC SCHOOL DISTRICT","JACKSONVILLE NORTH PULASKI SCHOOL DIST",6,NA,NA,NA,13,NA,NA,NA
"674",2021-08-16,"PUBLIC SCHOOL DISTRICT","PEA RIDGE SCHOOL DIST",6,NA,NA,NA,9,NA,NA,NA
"684",2021-08-16,"PUBLIC SCHOOL DISTRICT","STAR CITY SCHOOL DIST",6,NA,NA,NA,8,NA,NA,NA
"694",2021-08-16,"PUBLIC SCHOOL DISTRICT","WHITE HALL SCHOOL DIST",6,NA,NA,NA,14,NA,NA,NA
